,Player,Pos,Tm,Passingyds,Passingtd,Int,Passingatt,Cmp,Rushingatt,Rushingyds,Rushingtd,Rec,Tgt,Receivingyds,Receivingtd,Fl,Pprfantasypoints,Standardfantasypoints,Halfpprfantasypoints
0,Russell Wilson,QB,SEA,182.0,2.0,0.0,20.0,14.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.68,15.68,15.68
1,Matthew Stafford,QB,DET,342.0,3.0,1.0,32.0,25.0,2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,23.38,23.38,23.38
2,Aaron Rodgers,QB,GNB,305.0,3.0,0.0,33.0,23.0,6.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,27.1,27.1,27.1
3,Derek Carr,QB,OAK,285.0,3.0,0.0,30.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4,23.4,23.4
4,Daniel Jones,QB,NYG,322.0,4.0,0.0,41.0,28.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,28.180000000000003,28.180000000000003,28.180000000000003
5,Gardner Minshew,QB,JAX,279.0,3.0,0.0,34.0,22.0,8.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,23.96,23.96,23.96
6,Jared Goff,QB,LAR,372.0,2.0,0.0,31.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.880000000000003,22.880000000000003,22.880000000000003
7,Drew Brees,QB,NOR,373.0,3.0,1.0,43.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.92,24.92,24.92
8,Deshaun Watson,QB,HOU,279.0,3.0,0.0,39.0,27.0,10.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,27.76,27.76,27.76
9,Kirk Cousins,QB,MIN,285.0,0.0,0.0,26.0,23.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,11.6,11.6
10,Jimmy Garoppolo,QB,SFO,175.0,2.0,1.0,22.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,13.0
11,Ryan Tannehill,QB,TEN,193.0,3.0,0.0,33.0,21.0,4.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,19.42,19.42,19.42
12,Matt Moore,QB,KAN,267.0,2.0,0.0,36.0,24.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,18.98,18.98,18.98
13,Carson Wentz,QB,PHI,172.0,1.0,0.0,24.0,17.0,8.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,14.38,14.38,14.38
14,Matt Schaub,QB,ATL,460.0,1.0,1.0,52.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.4,18.4,18.4
15,Case Keenum,QB,WAS,130.0,0.0,0.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.2,3.2,3.2
16,Tom Brady,QB,NWE,259.0,2.0,0.0,36.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.36,18.36,18.36
17,Andy Dalton,QB,CIN,329.0,1.0,0.0,52.0,32.0,1.0,4.0,0.0,1.0,1.0,-4.0,0.0,0.0,18.16,17.16,17.66
18,Jacoby Brissett,QB,IND,202.0,0.0,0.0,25.0,15.0,6.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,9.48,9.48,9.48
19,Mason Rudolph,QB,PIT,251.0,2.0,1.0,36.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.04,16.04,16.04
20,Philip Rivers,QB,LAC,201.0,1.0,1.0,29.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.04,10.04,10.04
21,Josh Allen,QB,BUF,169.0,2.0,0.0,34.0,16.0,8.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,17.259999999999998,17.259999999999998,17.259999999999998
22,Baker Mayfield,QB,CLE,194.0,1.0,1.0,31.0,20.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,11.56,11.56,11.56
23,Kyler Murray,QB,ARI,220.0,0.0,0.0,33.0,19.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,10.1,10.1
24,Joe Flacco,QB,DEN,174.0,0.0,0.0,32.0,20.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.86,7.86,7.86
25,Mitchell Trubisky,QB,CHI,253.0,0.0,1.0,35.0,23.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,7.119999999999999,7.119999999999999,7.119999999999999
26,Sam Darnold,QB,NYJ,218.0,2.0,3.0,30.0,21.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.619999999999996,10.619999999999996,10.619999999999996
27,Ryan Fitzpatrick,QB,MIA,190.0,2.0,2.0,34.0,21.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,11.3,11.3,11.3
28,Jameis Winston,QB,TAM,301.0,2.0,2.0,43.0,21.0,8.0,53.0,0.0,0.0,0.0,0.0,0.0,2.0,17.34,17.34,17.34
29,Dwayne Haskins,QB,WAS,33.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6799999999999999,-0.6799999999999999,-0.6799999999999999
30,Brett Hundley,QB,ARI,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Kyle Allen,QB,CAR,158.0,0.0,3.0,37.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3200000000000003,0.3200000000000003,0.3200000000000003
