,GameKey,PlayerID,SeasonType,Season,GameDate,Week,Team,Opponent,HomeOrAway,Number,Name,Position,PositionCategory,Played,Started,PassingAttempts,PassingCompletions,PassingYards,PassingCompletionPercentage,PassingYardsPerAttempt,PassingYardsPerCompletion,PassingTouchdowns,PassingInterceptions,PassingRating,PassingLong,PassingSacks,PassingSackYards,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,RushingLong,ReceivingTargets,Receptions,ReceivingYards,ReceivingYardsPerReception,ReceivingTouchdowns,ReceivingLong,Fumbles,FumblesLost,PuntReturns,PuntReturnYards,PuntReturnTouchdowns,KickReturns,KickReturnYards,KickReturnTouchdowns,SoloTackles,AssistedTackles,TacklesForLoss,Sacks,SackYards,QuarterbackHits,PassesDefended,FumblesForced,FumblesRecovered,FumbleReturnTouchdowns,Interceptions,InterceptionReturnTouchdowns,FieldGoalsAttempted,FieldGoalsMade,ExtraPointsMade,TwoPointConversionPasses,TwoPointConversionRuns,TwoPointConversionReceptions,FantasyPoints,FantasyPointsPPR,FantasyPosition,PlayerGameID,ExtraPointsAttempted,FantasyPointsFanDuel,FieldGoalsMade0to19,FieldGoalsMade20to29,FieldGoalsMade30to39,FieldGoalsMade40to49,FieldGoalsMade50Plus,FantasyPointsDraftKings,InjuryStatus,TeamID,OpponentID,ScoreID
219,201810234,8750,1,2018,2018-09-16T13:00:00,2,TEN,HOU,HOME,4,Ryan Succop,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,8.0,8.0,K,990218421,2.0,9.0,0.0,0.0,1.0,1.0,0.0,9.0,,34,13,16674
221,201810210,14996,1,2018,2018-09-16T16:25:00,2,DEN,LV,HOME,8,Brandon McManus,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,8.0,8.0,K,990219536,2.0,8.0,0.0,0.0,2.0,0.0,0.0,8.0,,10,25,16682
222,201810215,2982,1,2018,2018-09-16T16:25:00,2,NE,JAX,AWAY,3,Stephen Gostkowski,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,8.0,8.0,K,990219594,2.0,9.0,0.0,1.0,0.0,1.0,0.0,9.0,,21,15,16683
223,201810209,15854,1,2018,2018-09-16T20:20:00,2,DAL,NYG,HOME,2,Brett Maher,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,8.0,8.0,K,990220243,2.0,8.0,0.0,1.0,1.0,0.0,0.0,8.0,,9,23,16684
256,201810207,14688,1,2018,2018-09-13T20:20:00,2,BAL,CIN,AWAY,9,Justin Tucker,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,7.0,7.0,K,990215846,2.0,7.0,0.0,0.0,0.0,0.0,1.0,7.0,,3,7,16670
259,201810202,3388,1,2018,2018-09-16T13:00:00,2,ATL,CAR,HOME,3,Matt Bryant,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,7.0,7.0,K,990217838,4.0,8.0,0.0,0.0,0.0,1.0,0.0,8.0,,2,5,16671
264,201810204,14877,1,2018,2018-09-16T13:00:00,2,LAC,BUF,AWAY,6,Caleb Sturgis,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,7.0,7.0,K,990217963,4.0,7.0,0.0,1.0,0.0,0.0,0.0,7.0,,29,4,16672
268,201810222,18478,1,2018,2018-09-16T13:00:00,2,NO,CLE,HOME,3,Wil Lutz,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,7.0,7.0,K,990217804,1.0,8.0,0.0,0.0,1.0,1.0,0.0,8.0,,22,8,16675
270,201810215,17139,1,2018,2018-09-16T16:25:00,2,JAX,NE,HOME,4,Josh Lambo,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,7.0,7.0,K,990219653,4.0,7.0,0.0,1.0,0.0,0.0,0.0,7.0,,15,21,16683
272,201810210,11735,1,2018,2018-09-16T16:25:00,2,LV,DEN,AWAY,6,Mike Nugent,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,7.0,7.0,K,990219517,2.0,8.0,0.0,1.0,0.0,1.0,0.0,8.0,,25,10,16682
275,201810209,18645,1,2018,2018-09-16T20:20:00,2,NYG,DAL,AWAY,2,Aldrick Rosas,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,7.0,7.0,K,990220281,1.0,7.0,0.0,1.0,1.0,0.0,0.0,7.0,,23,9,16684
277,201810206,3253,1,2018,2018-09-17T20:15:00,2,SEA,CHI,AWAY,11,Sebastian Janikowski,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,7.0,7.0,K,990220626,2.0,7.0,0.0,0.0,0.0,0.0,1.0,7.0,,30,6,16685
321,201810222,19079,1,2018,2018-09-16T13:00:00,2,CLE,NO,AWAY,2,Zane Gonzalez,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,6.0,6.0,K,990217816,2.0,6.0,0.0,0.0,2.0,0.0,0.0,6.0,,8,22,16675
323,201810228,19073,1,2018,2018-09-16T13:00:00,2,KC,PIT,AWAY,7,Harrison Butker,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,6.0,K,990218405,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,,16,28,16677
338,201810206,16236,1,2018,2018-09-17T20:15:00,2,CHI,SEA,HOME,1,Cody Parkey,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,6.0,6.0,K,990220657,3.0,6.0,0.0,1.0,0.0,0.0,0.0,6.0,,6,30,16685
383,201810234,18215,1,2018,2018-09-16T13:00:00,2,HOU,TEN,AWAY,7,Ka'imi Fairbairn,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,5.0,5.0,K,990218488,2.0,5.0,0.0,0.0,1.0,0.0,0.0,5.0,,13,34,16674
518,201810235,3258,1,2018,2018-09-16T13:00:00,2,IND,WAS,AWAY,4,Adam Vinatieri,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,K,990218126,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,,14,35,16679
527,201810212,19989,1,2018,2018-09-16T13:00:00,2,MIN,GB,AWAY,7,Daniel Carlson,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,K,990218120,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,,20,12,16673
530,201810233,19041,1,2018,2018-09-16T13:00:00,2,PHI,TB,AWAY,4,Jake Elliott,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,K,990218602,3.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,,26,33,16678
532,201810228,16191,1,2018,2018-09-16T13:00:00,2,PIT,KC,HOME,9,Chris Boswell,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,K,990218361,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,,28,16,16677
534,201810233,16644,1,2018,2018-09-16T13:00:00,2,TB,PHI,HOME,7,Chandler Catanzaro,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,K,990218565,4.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,,33,26,16678
635,201810224,20033,1,2018,2018-09-16T13:00:00,2,MIA,NYJ,AWAY,7,Jason Sanders,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,K,990218318,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,,19,24,16676
955,201810202,17286,1,2018,2018-09-16T13:00:00,2,CAR,ATL,AWAY,5,Michael Palardy,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K,990217899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5,2,16671
1128,201810212,17550,1,2018,2018-09-16T13:00:00,2,MIN,GB,AWAY,6,Matt Wile,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K,990218077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,20,12,16673
1299,201810232,5714,1,2018,2018-09-16T16:05:00,2,ARI,LAR,AWAY,4,Phil Dawson,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K,990218625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,32,16680
1340,201810232,14697,1,2018,2018-09-16T16:05:00,2,LAR,ARI,HOME,4,Greg Zuerlein,K,ST,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K,990218639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Out,32,1,16680
66,201810311,549,1,2018,2018-09-23T20:20:00,3,DET,NE,HOME,5,Matt Prater,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,14.0,14.0,K,990224556,2.0,14.0,0.0,1.0,3.0,0.0,0.0,14.0,,11,21,16700
78,201810303,14688,1,2018,2018-09-23T13:00:00,3,BAL,DEN,HOME,9,Justin Tucker,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,13.0,13.0,K,990222330,3.0,13.0,0.0,0.0,0.0,0.0,2.0,13.0,,3,10,16695
80,201810302,18478,1,2018,2018-09-23T13:00:00,3,NO,ATL,AWAY,3,Wil Lutz,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0.0,0.0,0.0,13.0,13.0,K,990222283,4.0,15.0,0.0,1.0,0.0,2.0,0.0,15.0,,22,2,16687
97,201810313,18215,1,2018,2018-09-23T13:00:00,3,HOU,NYG,HOME,7,Ka'imi Fairbairn,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,12.0,12.0,K,990222732,1.0,12.0,0.0,2.0,0.0,0.0,1.0,12.0,,13,23,16696
120,201810320,12594,1,2018,2018-09-23T13:00:00,3,BUF,MIN,AWAY,4,Steven Hauschka,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,11.0,11.0,K,990223045,3.0,11.0,0.0,0.0,1.0,0.0,1.0,11.0,,4,20,16690
140,201810326,3258,1,2018,2018-09-23T13:00:00,3,IND,PHI,AWAY,4,Adam Vinatieri,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,10.0,10.0,K,990222763,1.0,10.0,0.0,1.0,2.0,0.0,0.0,10.0,,14,26,16691
141,201810319,11735,1,2018,2018-09-23T13:00:00,3,LV,MIA,AWAY,6,Mike Nugent,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,10.0,10.0,K,990222505,2.0,10.0,0.0,1.0,0.0,0.0,1.0,10.0,Questionable,25,19,16689
145,201810301,16236,1,2018,2018-09-23T16:25:00,3,CHI,ARI,AWAY,1,Cody Parkey,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,10.0,10.0,K,990223700,1.0,12.0,0.0,1.0,0.0,2.0,0.0,12.0,,6,1,16698
174,201810313,18645,1,2018,2018-09-23T13:00:00,3,NYG,HOU,AWAY,2,Aldrick Rosas,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,9.0,9.0,K,990222736,3.0,10.0,0.0,0.0,1.0,1.0,0.0,10.0,,23,13,16696
175,201810315,8750,1,2018,2018-09-23T13:00:00,3,TEN,JAX,AWAY,4,Ryan Succop,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,9.0,9.0,K,990222583,0.0,9.0,0.0,1.0,2.0,0.0,0.0,9.0,,34,15,16694
178,201810330,15854,1,2018,2018-09-23T16:25:00,3,DAL,SEA,AWAY,2,Brett Maher,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,9.0,9.0,K,990223782,1.0,9.0,0.0,0.0,1.0,0.0,1.0,9.0,,9,30,16699
180,201810333,16644,1,2018,2018-09-24T20:15:00,3,TB,PIT,HOME,7,Chandler Catanzaro,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,9.0,9.0,K,990224896,3.0,9.0,0.0,2.0,0.0,0.0,0.0,9.0,,33,28,16701
207,201810316,19073,1,2018,2018-09-23T13:00:00,3,KC,SF,HOME,7,Harrison Butker,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,8.0,8.0,K,990222472,5.0,8.0,0.0,0.0,1.0,0.0,0.0,8.0,,16,31,16688
211,201810326,19041,1,2018,2018-09-23T13:00:00,3,PHI,IND,HOME,4,Jake Elliott,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,8.0,8.0,K,990222828,2.0,8.0,0.0,1.0,1.0,0.0,0.0,8.0,,26,14,16691
248,201810308,20325,1,2018,2018-09-20T20:20:00,3,CLE,NYJ,HOME,5,Greg Joseph,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,7.0,7.0,K,990221958,1.0,8.0,0.0,1.0,0.0,1.0,0.0,8.0,,8,24,16686
251,201810305,10333,1,2018,2018-09-23T13:00:00,3,CAR,CIN,HOME,9,Graham Gano,K,ST,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,7.0,7.0,K,990222951,4.0,8.0,0.0,0.0,0.0,1.0,0.0,8.0,,5,7,16693
