,Week_id,Player,Pos,Tm,Passingyds,Passingtd,Int,Passingatt,Cmp,Rushingatt,Rushingyds,Rushingtd,Rec,Tgt,Receivingyds,Receivingtd,Fl,Pprfantasypoints,Standardfantasypoints,Halfpprfantasypoints
0,2019_14,Emmanuel Sanders,WR,SFO,35.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,9.0,157.0,1.0,0.0,34.1,27.1,30.6
1,2019_14,Philip Rivers,QB,LAC,314.0,3.0,0.0,22.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.56,24.56,24.56
2,2019_14,Ryan Tannehill,QB,TEN,391.0,3.0,1.0,27.0,21.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,27.54,27.54,27.54
3,2019_14,Drew Brees,QB,NOR,349.0,5.0,0.0,40.0,29.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,40.06,40.06,40.06
4,2019_14,Drew Lock,QB,DEN,309.0,3.0,1.0,27.0,22.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,23.86,23.86,23.86
5,2019_14,Jimmy Garoppolo,QB,SFO,349.0,4.0,1.0,35.0,26.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.06,28.06,28.06
6,2019_14,Alex Erickson,WR,CIN,26.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,7.0,45.0,0.0,0.0,10.54,5.54,8.04
7,2019_14,James White,RB,NWE,35.0,0.0,0.0,1.0,1.0,6.0,33.0,0.0,5.0,7.0,27.0,0.0,0.0,12.4,7.399999999999999,9.9
8,2019_14,Devlin Hodges,QB,PIT,152.0,1.0,0.0,19.0,16.0,5.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,13.48,13.48,13.48
9,2019_14,Mitchell Trubisky,QB,CHI,244.0,3.0,1.0,31.0,23.0,10.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,32.059999999999995,32.059999999999995,32.059999999999995
10,2019_14,Derek Carr,QB,OAK,262.0,2.0,0.0,34.0,25.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,20.18,20.18,20.18
11,2019_14,Tyrod Taylor,QB,LAC,26.0,1.0,0.0,5.0,3.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.04,6.04,6.04
12,2019_14,Kirk Cousins,QB,MIN,242.0,1.0,0.0,30.0,24.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.58,13.58,13.58
13,2019_14,Matt Ryan,QB,ATL,313.0,2.0,0.0,34.0,20.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,21.32,21.32,21.32
14,2019_14,Jameis Winston,QB,TAM,456.0,4.0,3.0,45.0,33.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,34.739999999999995,34.739999999999995,34.739999999999995
15,2019_14,Logan Cooke,P,JAX,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.36,0.36
16,2019_14,Lamar Jackson,QB,BAL,145.0,3.0,1.0,25.0,16.0,11.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,19.8,19.8
17,2019_14,Carson Wentz,QB,PHI,325.0,2.0,0.0,50.0,33.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,19.9,19.9,19.9
18,2019_14,Aaron Rodgers,QB,GNB,195.0,1.0,0.0,28.0,18.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,11.4,11.4,11.4
19,2019_14,Jared Goff,QB,LAR,293.0,2.0,2.0,31.0,22.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.119999999999997,16.119999999999997,16.119999999999997
20,2019_14,Eli Manning,QB,NYG,203.0,2.0,0.0,30.0,15.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.019999999999996,16.019999999999996,16.019999999999996
21,2019_14,Jacoby Brissett,QB,IND,251.0,2.0,0.0,36.0,19.0,4.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,20.64,20.64,20.64
22,2019_14,Sam Darnold,QB,NYJ,270.0,2.0,1.0,36.0,20.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,17.1,17.1,17.1
23,2019_14,Patrick Mahomes,QB,KAN,283.0,1.0,1.0,40.0,26.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,13.92,13.92,13.92
24,2019_14,Gardner Minshew,QB,JAX,162.0,1.0,0.0,37.0,24.0,6.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,13.58,13.58,13.58
25,2019_14,Dak Prescott,QB,DAL,334.0,1.0,0.0,49.0,27.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.46,17.46,17.46
26,2019_14,Kyle Allen,QB,CAR,293.0,1.0,2.0,41.0,28.0,6.0,24.0,1.0,0.0,0.0,0.0,0.0,1.0,18.12,18.12,18.12
27,2019_14,Dwayne Haskins,QB,WAS,170.0,1.0,1.0,27.0,16.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.700000000000001,8.700000000000001,8.700000000000001
28,2019_14,Russell Wilson,QB,SEA,245.0,0.0,1.0,36.0,22.0,5.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,10.6,10.6
29,2019_14,Andy Dalton,QB,CIN,262.0,0.0,1.0,38.0,22.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,9.58,9.58,9.58
