GameKey,SeasonType,Season,Week,Date,Team,Opponent,PointsAllowed,TouchdownsScored,Sacks,SackYards,FumblesForced,FumblesRecovered,FumbleReturnTouchdowns,Interceptions,InterceptionReturnTouchdowns,BlockedKicks,Safeties,PuntReturnTouchdowns,KickReturnTouchdowns,BlockedKickReturnTouchdowns,FieldGoalReturnTouchdowns,QuarterbackHits,TacklesForLoss,DefensiveTouchdowns,SpecialTeamsTouchdowns,FantasyPoints,PointsAllowedByDefenseSpecialTeams,TwoPointConversionReturns,FantasyPointsFanDuel,FantasyPointsDraftKings,PlayerID,HomeOrAway,TeamID,OpponentID,ScoreID,week_id
201810101,1,2018,1,2018-09-09T16:25:00,ARI,WAS,24.0,0.0,3.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,0,5.0,24.0,0.0,5.0,5.0,1,HOME,1,35,16665,2018_1
201810126,1,2018,1,2018-09-06T20:20:00,ATL,PHI,18.0,0.0,2.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0,7.0,18.0,0.0,7.0,7.0,2,AWAY,2,26,16654,2018_1
201810103,1,2018,1,2018-09-09T13:00:00,BAL,BUF,3.0,0.0,6.0,28.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0,17.0,3.0,0.0,17.0,17.0,36,HOME,3,4,16662,2018_1
201810103,1,2018,1,2018-09-09T13:00:00,BUF,BAL,47.0,0.0,2.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0,0.0,47.0,0.0,0.0,0.0,37,AWAY,4,3,16662,2018_1
201810105,1,2018,1,2018-09-09T16:25:00,CAR,DAL,8.0,0.0,6.0,32.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,0,12.0,8.0,0.0,12.0,12.0,5,HOME,5,9,16666,2018_1
201810112,1,2018,1,2018-09-09T20:20:00,CHI,GB,24.0,1.0,4.0,40.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,1.0,0,14.0,24.0,0.0,14.0,14.0,38,AWAY,6,12,16667,2018_1
201810114,1,2018,1,2018-09-09T13:00:00,CIN,IND,23.0,1.0,2.0,14.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,1.0,0,12.0,23.0,0.0,12.0,12.0,7,AWAY,7,14,16656,2018_1
201810108,1,2018,1,2018-09-09T13:00:00,CLE,PIT,21.0,0.0,4.0,22.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0,16.0,21.0,0.0,16.0,16.0,8,HOME,8,28,16655,2018_1
201810105,1,2018,1,2018-09-09T16:25:00,DAL,CAR,16.0,0.0,3.0,15.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0,6.0,16.0,0.0,6.0,6.0,48,AWAY,9,5,16666,2018_1
201810110,1,2018,1,2018-09-09T16:25:00,DEN,SEA,24.0,0.0,6.0,56.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,0.0,0,12.0,24.0,0.0,12.0,12.0,49,HOME,10,30,16664,2018_1
201810111,1,2018,1,2018-09-10T19:10:00,DET,NYJ,48.0,1.0,2.0,18.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0,8.0,42.0,0.0,8.0,8.0,11,HOME,11,24,16668,2018_1
201810112,1,2018,1,2018-09-09T20:20:00,GB,CHI,23.0,0.0,4.0,16.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0,7.0,17.0,0.0,7.0,7.0,12,HOME,12,6,16667,2018_1
201810121,1,2018,1,2018-09-09T13:00:00,HOU,NE,27.0,0.0,2.0,10.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0,8.0,27.0,0.0,8.0,8.0,13,AWAY,13,21,16659,2018_1
201810114,1,2018,1,2018-09-09T13:00:00,IND,CIN,34.0,0.0,2.0,14.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0,5.0,28.0,0.0,5.0,5.0,14,HOME,14,7,16656,2018_1
201810123,1,2018,1,2018-09-09T13:00:00,JAX,NYG,15.0,1.0,2.0,14.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,1.0,0,13.0,15.0,0.0,13.0,13.0,52,AWAY,15,23,16661,2018_1
201810129,1,2018,1,2018-09-09T16:05:00,KC,LAC,28.0,1.0,1.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,4.0,0.0,1,10.0,28.0,0.0,10.0,10.0,55,AWAY,16,29,16663,2018_1
201810129,1,2018,1,2018-09-09T16:05:00,LAC,KC,38.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0,-3.0,38.0,0.0,-3.0,-3.0,84,HOME,29,16,16663,2018_1
201810125,1,2018,1,2018-09-10T22:20:00,LAR,LV,13.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,1.0,0,17.0,13.0,0.0,17.0,17.0,32,AWAY,32,25,16669,2018_1
201810125,1,2018,1,2018-09-10T22:20:00,LV,LAR,33.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0,1.0,27.0,0.0,1.0,1.0,83,HOME,25,32,16669,2018_1
201810119,1,2018,1,2018-09-09T13:00:00,MIA,TEN,20.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1,13.0,20.0,0.0,13.0,13.0,64,HOME,19,34,16657,2018_1
201810120,1,2018,1,2018-09-09T13:00:00,MIN,SF,16.0,1.0,3.0,24.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,1.0,0,18.0,16.0,0.0,18.0,18.0,67,HOME,20,31,16658,2018_1
201810121,1,2018,1,2018-09-09T13:00:00,NE,HOU,20.0,0.0,3.0,18.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,0.0,0,8.0,20.0,0.0,8.0,8.0,21,HOME,21,13,16659,2018_1
201810122,1,2018,1,2018-09-09T13:00:00,NO,TB,48.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0,-4.0,42.0,0.0,-4.0,-4.0,69,HOME,22,33,16660,2018_1
201810123,1,2018,1,2018-09-09T13:00:00,NYG,JAX,20.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0,4.0,14.0,0.0,4.0,4.0,75,HOME,23,15,16661,2018_1
201810111,1,2018,1,2018-09-10T19:10:00,NYJ,DET,17.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,1,26.0,11.0,0.0,26.0,26.0,82,AWAY,24,11,16668,2018_1
201810126,1,2018,1,2018-09-06T20:20:00,PHI,ATL,12.0,0.0,4.0,26.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0,10.0,12.0,0.0,10.0,10.0,26,HOME,26,2,16654,2018_1
201810108,1,2018,1,2018-09-09T13:00:00,PIT,CLE,21.0,0.0,7.0,47.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,0.0,0,9.0,21.0,0.0,11.0,11.0,28,AWAY,28,8,16655,2018_1
201810110,1,2018,1,2018-09-09T16:25:00,SEA,DEN,27.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0,7.0,27.0,0.0,7.0,7.0,90,AWAY,30,10,16664,2018_1
201810120,1,2018,1,2018-09-09T13:00:00,SF,MIN,24.0,0.0,3.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0,6.0,18.0,0.0,6.0,6.0,93,AWAY,31,20,16658,2018_1
201810122,1,2018,1,2018-09-09T13:00:00,TB,NO,40.0,1.0,1.0,7.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,0,7.0,40.0,0.0,7.0,7.0,95,AWAY,33,22,16660,2018_1
201810119,1,2018,1,2018-09-09T13:00:00,TEN,MIA,27.0,1.0,1.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,0.0,1,11.0,27.0,0.0,11.0,11.0,34,AWAY,34,19,16657,2018_1
201810101,1,2018,1,2018-09-09T16:25:00,WAS,ARI,6.0,0.0,2.0,8.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0,13.0,6.0,0.0,13.0,13.0,97,AWAY,35,1,16665,2018_1
201810232,1,2018,2,2018-09-16T16:05:00,ARI,LAR,34.0,0.0,2.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0,3.0,34.0,0.0,3.0,3.0,1,AWAY,1,32,16680,2018_2
201810202,1,2018,2,2018-09-16T13:00:00,ATL,CAR,24.0,0.0,2.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0,4.0,24.0,0.0,4.0,4.0,2,HOME,2,5,16671,2018_2
201810207,1,2018,2,2018-09-13T20:20:00,BAL,CIN,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0,-1.0,34.0,0.0,-1.0,-1.0,36,AWAY,3,7,16670,2018_2
201810204,1,2018,2,2018-09-16T13:00:00,BUF,LAC,31.0,0.0,2.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0,1.0,31.0,0.0,1.0,1.0,37,HOME,4,29,16672,2018_2
201810202,1,2018,2,2018-09-16T13:00:00,CAR,ATL,31.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0,1.0,31.0,0.0,1.0,1.0,5,AWAY,5,2,16671,2018_2
201810206,1,2018,2,2018-09-17T20:15:00,CHI,SEA,17.0,1.0,6.0,24.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,1.0,0,17.0,17.0,0.0,17.0,17.0,38,HOME,6,30,16685,2018_2
201810207,1,2018,2,2018-09-13T20:20:00,CIN,BAL,23.0,0.0,4.0,17.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0,12.0,23.0,0.0,12.0,12.0,7,HOME,7,3,16670,2018_2
201810222,1,2018,2,2018-09-16T13:00:00,CLE,NO,21.0,0.0,3.0,30.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0,7.0,21.0,0.0,7.0,7.0,8,AWAY,8,22,16675,2018_2
201810209,1,2018,2,2018-09-16T20:20:00,DAL,NYG,13.0,0.0,6.0,59.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0,0,12.0,13.0,0.0,12.0,12.0,48,HOME,9,23,16684,2018_2
201810210,1,2018,2,2018-09-16T16:25:00,DEN,LV,19.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0,2.0,19.0,0.0,4.0,4.0,49,HOME,10,25,16682,2018_2
201810231,1,2018,2,2018-09-16T16:05:00,DET,SF,30.0,0.0,6.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,0,5.0,30.0,0.0,5.0,5.0,11,AWAY,11,31,16681,2018_2
201810212,1,2018,2,2018-09-16T13:00:00,GB,MIN,29.0,1.0,2.0,13.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,3.0,0.0,1,9.0,29.0,0.0,11.0,11.0,12,HOME,12,20,16673,2018_2
201810234,1,2018,2,2018-09-16T13:00:00,HOU,TEN,20.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0,2.0,20.0,0.0,2.0,2.0,13,AWAY,13,34,16674,2018_2
201810235,1,2018,2,2018-09-16T13:00:00,IND,WAS,9.0,0.0,3.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0,9.0,9.0,0.0,9.0,9.0,14,AWAY,14,35,16679,2018_2
201810215,1,2018,2,2018-09-16T16:25:00,JAX,NE,20.0,0.0,2.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0,5.0,20.0,0.0,5.0,5.0,52,HOME,15,21,16683,2018_2
201810228,1,2018,2,2018-09-16T13:00:00,KC,PIT,37.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0,-3.0,35.0,0.0,-3.0,-3.0,55,AWAY,16,28,16677,2018_2
201810204,1,2018,2,2018-09-16T13:00:00,LAC,BUF,20.0,0.0,5.0,36.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0,10.0,20.0,0.0,10.0,10.0,84,AWAY,29,4,16672,2018_2
201810232,1,2018,2,2018-09-16T16:05:00,LAR,ARI,0.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0,13.0,0.0,0.0,13.0,13.0,32,HOME,32,1,16680,2018_2
201810210,1,2018,2,2018-09-16T16:25:00,LV,DEN,20.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0,4.0,20.0,0.0,4.0,4.0,83,AWAY,25,10,16682,2018_2
201810224,1,2018,2,2018-09-16T13:00:00,MIA,NYJ,12.0,0.0,3.0,14.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,0,13.0,12.0,0.0,13.0,13.0,64,AWAY,19,24,16676,2018_2
201810212,1,2018,2,2018-09-16T13:00:00,MIN,GB,29.0,0.0,4.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0,3.0,29.0,0.0,3.0,3.0,67,AWAY,20,12,16673,2018_2
201810215,1,2018,2,2018-09-16T16:25:00,NE,JAX,31.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0,3.0,31.0,0.0,3.0,3.0,21,AWAY,21,15,16683,2018_2
201810222,1,2018,2,2018-09-16T13:00:00,NO,CLE,18.0,0.0,3.0,12.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0,6.0,18.0,0.0,6.0,6.0,69,HOME,22,8,16675,2018_2
201810209,1,2018,2,2018-09-16T20:20:00,NYG,DAL,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,1.0,20.0,0.0,1.0,1.0,75,AWAY,23,9,16684,2018_2
201810224,1,2018,2,2018-09-16T13:00:00,NYJ,MIA,20.0,0.0,4.0,46.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0,9.0,20.0,0.0,9.0,9.0,82,HOME,24,19,16676,2018_2
201810233,1,2018,2,2018-09-16T13:00:00,PHI,TB,27.0,0.0,2.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0,6.0,27.0,0.0,6.0,6.0,26,AWAY,26,33,16678,2018_2
201810228,1,2018,2,2018-09-16T13:00:00,PIT,KC,42.0,0.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0,1.0,42.0,0.0,1.0,1.0,28,HOME,28,16,16677,2018_2
201810206,1,2018,2,2018-09-17T20:15:00,SEA,CHI,24.0,0.0,2.0,15.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0,7.0,18.0,0.0,7.0,7.0,90,AWAY,30,6,16685,2018_2
201810231,1,2018,2,2018-09-16T16:05:00,SF,DET,27.0,0.0,2.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0,4.0,27.0,0.0,4.0,4.0,93,HOME,31,11,16681,2018_2
201810233,1,2018,2,2018-09-16T13:00:00,TB,PHI,21.0,0.0,3.0,13.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0,7.0,21.0,0.0,7.0,7.0,95,HOME,33,26,16678,2018_2
201810234,1,2018,2,2018-09-16T13:00:00,TEN,HOU,17.0,0.0,4.0,21.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,0.0,0,7.0,17.0,0.0,7.0,7.0,34,HOME,34,13,16674,2018_2
201810235,1,2018,2,2018-09-16T13:00:00,WAS,IND,21.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0,5.0,21.0,0.0,5.0,5.0,97,HOME,35,14,16679,2018_2
201810301,1,2018,3,2018-09-23T16:25:00,ARI,CHI,16.0,0.0,3.0,26.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,0,8.0,16.0,0.0,8.0,8.0,1,HOME,1,6,16698,2018_3
201810302,1,2018,3,2018-09-23T13:00:00,ATL,NO,43.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0,-3.0,43.0,0.0,-3.0,-3.0,2,HOME,2,22,16687,2018_3
201810303,1,2018,3,2018-09-23T13:00:00,BAL,DEN,14.0,0.0,3.0,19.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0,6.0,14.0,0.0,6.0,6.0,36,HOME,3,10,16695,2018_3
201810320,1,2018,3,2018-09-23T13:00:00,BUF,MIN,6.0,0.0,4.0,18.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0,17.0,6.0,0.0,17.0,17.0,37,AWAY,4,20,16690,2018_3
201810305,1,2018,3,2018-09-23T13:00:00,CAR,CIN,21.0,0.0,2.0,22.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0,10.0,21.0,0.0,10.0,10.0,5,HOME,5,7,16693,2018_3
201810301,1,2018,3,2018-09-23T16:25:00,CHI,ARI,14.0,0.0,4.0,25.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,0,13.0,14.0,0.0,13.0,13.0,38,AWAY,6,1,16698,2018_3
201810305,1,2018,3,2018-09-23T13:00:00,CIN,CAR,31.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0,0.0,31.0,0.0,0.0,0.0,7,AWAY,7,5,16693,2018_3
201810308,1,2018,3,2018-09-20T20:20:00,CLE,NYJ,17.0,0.0,2.0,8.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,0.0,0,9.0,17.0,0.0,9.0,9.0,8,HOME,8,24,16686,2018_3
201810330,1,2018,3,2018-09-23T16:25:00,DAL,SEA,24.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0,2.0,24.0,0.0,2.0,2.0,48,AWAY,9,30,16699,2018_3
201810303,1,2018,3,2018-09-23T13:00:00,DEN,BAL,27.0,0.0,2.0,12.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0,2.0,27.0,0.0,6.0,6.0,49,AWAY,10,3,16695,2018_3
201810311,1,2018,3,2018-09-23T20:20:00,DET,NE,10.0,0.0,2.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0,8.0,10.0,0.0,8.0,8.0,11,HOME,11,21,16700,2018_3
201810335,1,2018,3,2018-09-23T13:00:00,GB,WAS,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0,1.0,31.0,0.0,1.0,1.0,12,AWAY,12,35,16692,2018_3
201810313,1,2018,3,2018-09-23T13:00:00,HOU,NYG,27.0,0.0,4.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,0,4.0,27.0,0.0,4.0,4.0,13,HOME,13,23,16696,2018_3
201810326,1,2018,3,2018-09-23T13:00:00,IND,PHI,20.0,0.0,5.0,28.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0,10.0,20.0,0.0,10.0,10.0,14,AWAY,14,26,16691,2018_3
201810315,1,2018,3,2018-09-23T13:00:00,JAX,TEN,9.0,0.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0,7.0,9.0,0.0,7.0,7.0,52,HOME,15,34,16694,2018_3
201810316,1,2018,3,2018-09-23T13:00:00,KC,SF,27.0,0.0,4.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0,4.0,27.0,0.0,4.0,4.0,55,HOME,16,31,16688,2018_3
201810332,1,2018,3,2018-09-23T16:05:00,LAC,LAR,35.0,0.0,1.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0,1.0,35.0,0.0,1.0,1.0,84,AWAY,29,32,16697,2018_3
201810332,1,2018,3,2018-09-23T16:05:00,LAR,LAC,23.0,1.0,2.0,11.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,4.0,0.0,1,12.0,23.0,0.0,14.0,14.0,32,HOME,32,29,16697,2018_3
201810319,1,2018,3,2018-09-23T13:00:00,LV,MIA,28.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0,0.0,28.0,0.0,0.0,0.0,83,AWAY,25,19,16689,2018_3
201810319,1,2018,3,2018-09-23T13:00:00,MIA,LV,20.0,0.0,3.0,20.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0,8.0,20.0,0.0,8.0,8.0,64,HOME,19,25,16689,2018_3
201810320,1,2018,3,2018-09-23T13:00:00,MIN,BUF,27.0,0.0,3.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0,3.0,27.0,0.0,3.0,3.0,67,HOME,20,4,16690,2018_3
201810311,1,2018,3,2018-09-23T20:20:00,NE,DET,26.0,0.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0,3.0,26.0,0.0,3.0,3.0,21,AWAY,21,11,16700,2018_3
201810302,1,2018,3,2018-09-23T13:00:00,NO,ATL,37.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0,-1.0,37.0,0.0,1.0,1.0,69,AWAY,22,2,16687,2018_3
201810313,1,2018,3,2018-09-23T13:00:00,NYG,HOU,22.0,0.0,3.0,17.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,0.0,0,7.0,22.0,0.0,7.0,7.0,75,AWAY,23,13,16696,2018_3
201810308,1,2018,3,2018-09-20T20:20:00,NYJ,CLE,21.0,0.0,4.0,30.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0,4.0,21.0,0.0,6.0,6.0,82,AWAY,24,8,16686,2018_3
201810326,1,2018,3,2018-09-23T13:00:00,PHI,IND,16.0,0.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0,3.0,16.0,0.0,3.0,3.0,26,HOME,26,14,16691,2018_3
201810333,1,2018,3,2018-09-24T20:15:00,PIT,TB,27.0,1.0,3.0,19.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,1.0,0,17.0,27.0,0.0,17.0,17.0,28,AWAY,28,33,16701,2018_3
201810330,1,2018,3,2018-09-23T16:25:00,SEA,DAL,13.0,0.0,5.0,31.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,0,15.0,13.0,0.0,15.0,15.0,90,HOME,30,9,16699,2018_3
201810316,1,2018,3,2018-09-23T13:00:00,SF,KC,38.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0,-2.0,38.0,0.0,-2.0,-2.0,93,AWAY,31,16,16688,2018_3
201810333,1,2018,3,2018-09-24T20:15:00,TB,PIT,30.0,0.0,3.0,18.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,0,5.0,24.0,0.0,5.0,5.0,95,HOME,33,28,16701,2018_3
